"Albion Street North","Albion Street South","Briggate","Briggate at McDonalds","Commercial Street at Barratts","Commercial Street at Lush","Dortmund Square","Headrow"
832,995,833,511,840,809,944,452
1014,862,853,848,1042,1259,1327,644
2091,1137,1292,947,1336,1558,1987,964
2386,2907,2539,1564,2476,3467,3311,1669
2084,2555,2925,1859,2475,4180,4272,1920
1295,1579,2085,1472,1806,2432,4129,1460
1185,1277,2003,1452,1671,2039,4163,1434
1543,1535,1801,1658,1520,2051,3645,1386
1168,1670,1621,1417,967,1202,2532,1167
500,863,995,888,578,326,1385,617
338,383,587,592,426,208,870,361
377,98,391,387,293,389,592,225
95,115,231,235,158,220,390,171
115,401,310,186,141,93,324,125
93,688,247,119,116,116,181,117
18,512,173,88,64,59,85,40
13,154,148,63,51,24,37,24
12,27,126,41,19,13,50,10
207,696,180,42,54,146,31,4
213,121,251,10,22,175,2,12
123,201,149,35,105,414,24,43
106,219,214,192,191,165,77,44
448,675,416,287,466,388,300,162
1008,1019,847,551,790,925,883,409
935,838,898,605,969,1049,987,483
911,1166,1058,950,1461,1760,1473,737
1956,1348,2117,1225,1970,2054,2102,1068
2415,2808,4192,1611,2988,3979,3706,1700
2121,2723,3125,1806,3052,4511,4179,1777
1335,1558,2463,1631,2218,2691,3868,1417
1343,1487,2407,1657,2000,2279,3684,1434
1648,1673,2249,1774,1767,2211,3377,1513
1187,1614,2053,1521,1150,1180,2287,1139
635,1042,1358,1105,881,392,1529,650
281,1008,827,634,548,151,1043,368
115,340,564,255,290,178,697,244
155,255,390,295,181,226,332,204
501,100,419,235,158,402,308,164
88,35,398,178,201,82,184,125
33,22,430,155,168,65,112,97
19,189,318,80,75,25,84,22
143,206,458,101,65,91,88,34
134,693,487,85,182,582,60,36
21,36,304,71,34,43,21,10
57,54,222,60,111,175,36,18
113,148,347,164,287,552,84,50
355,544,381,262,302,358,304,149
978,1284,755,606,798,869,785,394
956,983,878,616,936,1232,848,570
1011,1111,1182,937,1436,1617,1472,827
1794,1244,1960,1391,1709,1966,2218,1118
2115,2431,3377,1912,2895,3892,3316,1897
2257,2518,3880,1957,3218,4415,4521,2044
1688,1687,2817,1778,2490,2692,4483,1675
1573,1591,2791,1823,2347,2585,4356,1555
1802,1629,2918,1786,2184,2487,3640,1607
1254,1349,2393,1545,1610,1302,2643,1329
559,662,1489,982,712,371,1473,673
214,253,753,604,340,138,1125,422
154,215,512,467,246,94,745,300
122,148,458,318,228,50,444,227
95,123,615,242,145,100,420,246
182,98,893,336,217,105,248,240
94,77,569,195,177,82,204,138
59,78,559,186,94,26,136,89
36,32,441,166,74,16,112,96
85,48,382,176,58,113,76,65
38,8,311,69,52,82,37,35
4,13,150,60,36,24,46,23
70,121,213,51,116,155,45,37
80,283,241,106,174,176,86,72
341,252,348,322,347,384,340,177
624,731,838,596,950,1042,710,484
1209,1365,1636,1103,1780,1982,1387,1046
1930,1962,3051,1721,2895,2899,2576,1607
2428,2480,4903,2214,3487,3250,3979,2393
2642,2642,6775,2348,4338,4344,5524,3012
3137,2833,7838,2299,5210,5020,6931,3424
3355,2786,8866,2357,5019,5366,6876,3350
2798,2083,6638,2261,3900,4029,5415,2841
1098,1186,3474,1721,1706,1405,3275,1557
360,499,1575,1011,597,254,1692,868
201,251,967,708,342,123,1079,435
171,209,750,504,318,99,614,427
140,193,755,393,205,46,444,346
144,210,926,408,207,95,456,344
148,210,1201,434,371,139,278,342
25,20,1257,116,313,120,171,263
163,169,1219,375,273,69,132,159
107,137,1076,306,175,71,130,151
84,63,895,293,169,84,81,125
31,19,441,90,40,42,37,28
14,18,222,58,19,26,19,28
22,52,171,24,47,49,11,16
22,81,141,40,83,74,25,16
39,91,147,80,100,80,144,59
118,157,547,162,153,135,224,125
264,253,894,364,440,443,703,421
631,580,1157,587,1071,1095,1393,775
932,454,2069,835,1689,1575,2240,1055
931,697,2417,927,1868,1710,2918,1184
1034,689,2733,1002,1967,1775,3917,1380
753,614,2080,957,1634,1468,4056,1273
560,410,1307,747,881,818,2717,821
134,116,542,432,266,127,1328,397
88,80,288,218,179,95,534,231
124,132,289,181,237,173,343,175
28,73,180,169,89,43,204,121
16,32,105,92,197,61,141,102
15,38,136,77,90,55,99,50
5,62,98,49,96,83,65,49
9,24,100,43,39,35,38,37
1,13,106,21,22,25,35,7
8,52,69,15,40,96,12,12
129,78,120,12,51,120,4,7
53,36,144,2,55,120,12,11
37,32,122,24,69,71,52,19
87,217,221,155,207,175,104,70
408,678,381,254,395,414,449,130
945,1149,778,528,679,821,1211,372
703,896,721,589,902,979,1451,489
805,1012,769,853,1061,1084,1816,704
1305,1212,1483,1244,1583,1630,2489,939
2126,2345,3784,1662,2694,3664,3871,1785
2042,2317,3444,1815,2739,3914,3676,1795
1288,1355,2236,1592,2101,2273,3326,1488
1396,1392,2055,1600,1923,2067,3498,1405
1723,1530,2116,1587,1752,2087,3126,1452
1167,1449,1607,1369,1329,1111,2282,1012
405,705,953,818,634,342,1252,460
245,595,547,457,502,405,652,263
169,385,390,299,514,115,447,187
80,50,330,298,427,78,265,143
51,85,186,150,109,384,242,96
41,71,154,101,104,166,148,56
38,43,176,78,114,148,71,31
7,8,147,40,64,114,30,16
6,16,188,45,10,0,17,17
49,130,195,35,83,243,10,6
75,262,178,20,95,274,2,8
90,109,154,45,180,167,17,20
179,316,243,111,338,293,97,51
510,883,475,261,401,451,370,163
1002,1350,1012,581,859,851,1261,422
909,1187,902,644,966,1226,1223,535
1100,1695,1247,901,1460,1872,1872,680
1263,1651,1672,1308,1877,2432,2748,1079
2320,2621,3072,1909,3662,4382,4195,1842
2525,2837,3304,1901,3602,4594,4825,1789
1725,1703,2459,1698,2518,2733,4561,1468
1703,1442,2249,1650,2124,2505,4380,1397
1649,1673,2089,1546,1853,2191,3626,1401
953,1400,1795,1532,1476,870,2674,1124
465,878,953,937,713,265,1511,565
316,662,558,576,410,153,833,395
427,327,309,224,264,71,590,210
41,118,203,262,173,86,361,155
41,69,207,292,141,90,337,170
15,105,250,162,204,91,226,104
8,164,166,75,78,32,50,50
56,29,140,67,74,33,32,26
5,50,215,60,23,3,38,24
75,80,372,74,79,136,37,42
51,164,225,28,64,121,15,9
61,142,292,38,137,258,24,25
95,179,199,137,166,140,80,55
552,720,495,292,412,414,264,175
1103,1248,1135,671,867,1155,663,426
934,1065,919,665,999,1306,856,536
944,1246,1151,855,1406,1684,1203,729
934,1208,1278,1036,1521,1896,1801,898
1413,1754,2078,1360,2483,3058,3002,1501
1385,1723,2169,1330,2407,3034,3875,1461
827,871,1203,985,1638,2126,3744,665
987,884,1335,1103,1112,1651,3775,1008
1335,1173,1443,1249,1225,1787,3305,1094
885,955,1431,994,881,914,2297,908
464,647,791,727,596,238,1256,768
288,340,613,396,772,408,790,518
96,429,354,228,502,152,537,276
63,83,292,105,117,135,354,166
51,147,387,251,140,136,293,142
47,99,239,95,169,138,164,86
22,385,174,41,78,86,105,25
27,40,105,32,75,126,44,22
36,126,112,35,34,93,61,14
26,192,169,23,38,151,37,12
66,273,107,9,165,115,2,17
71,442,168,33,185,211,30,18
120,192,199,106,211,279,94,42
412,945,328,239,302,274,369,126
732,1262,579,499,765,762,1089,464
714,908,620,564,1038,977,1217,517
897,1175,868,899,1586,1554,1817,793
1448,1397,1712,1335,2166,2000,2592,1204
2335,2672,3327,1851,3574,4112,4570,2099
2711,2877,3765,2068,3911,4555,5153,2185
1979,1897,2988,1832,2874,2879,4769,1755
1425,1510,2567,1597,2285,2324,4544,1541
1549,1756,2647,1693,2197,2290,4166,1709
1168,1285,2231,1450,1620,1318,2821,1381
650,555,1461,1126,918,422,1887,802
314,322,786,763,568,204,1287,497
111,195,519,503,336,121,862,314
56,109,366,391,224,47,410,242
113,650,536,304,151,65,380,192
53,197,579,264,159,43,226,183
27,89,292,161,196,51,112,99
29,32,217,126,149,18,84,44
23,53,293,151,95,138,87,56
53,64,357,202,97,151,60,25
42,111,218,83,43,17,21,50
79,191,152,60,124,263,37,32
132,353,238,169,397,2291,84,67
363,555,343,254,367,341,304,148
694,949,611,498,751,653,786,414
441,603,690,546,997,963,849,677
1342,562,893,880,1242,1417,1474,929
2547,1388,1456,1530,1885,1923,2221,1238
2112,2317,3175,897,2759,3697,3321,2202
2351,2655,3603,678,3109,4896,4528,2316
1845,1894,2510,1471,2423,2508,4489,1963
1567,1697,2320,1759,2240,2433,4361,1897
1892,1708,2370,1878,2188,2448,3644,1849
1413,1598,1812,1654,1534,1308,2645,1359
476,795,1098,1071,750,280,1475,780
259,309,580,807,430,126,1126,540
216,206,412,519,204,39,745,371
175,250,336,280,250,58,444,206
116,210,536,432,167,90,421,312
86,111,611,312,197,103,249,256
95,78,724,234,267,102,187,201
36,69,547,189,96,17,124,96
29,40,431,144,46,5,103,67
60,57,396,127,58,39,70,56
80,60,287,79,56,65,34,37
27,36,160,45,48,31,42,28
43,87,225,97,180,243,41,44
119,246,211,113,150,172,79,58
332,548,414,296,440,413,313,166
566,777,861,609,845,921,653,465
1217,1164,1294,1187,1671,1833,1276,841
3217,1875,2725,1372,2634,3047,2370,1464
3442,2847,4697,852,3681,4841,3662,2289
2668,2668,7676,1053,4317,5697,5085,3042
2627,2635,6654,2120,4938,4907,6379,3263
2597,2577,7169,2130,5088,5293,6329,3203
2483,2223,5740,2097,3812,4053,4984,2643
1444,1399,3317,1801,1842,1742,3015,1713
432,721,1599,1024,680,211,1557,881
174,317,887,759,331,77,993,627
213,283,611,511,287,66,566,478
186,336,576,484,228,53,409,449
183,321,698,399,247,135,419,330
151,225,997,451,282,91,256,270
19,33,898,101,274,57,147,210
127,136,813,278,180,33,114,140
135,193,784,299,140,47,113,143
79,113,700,271,97,17,70,141
23,25,384,140,27,17,32,65
25,26,220,86,34,19,16,32
19,43,153,49,125,107,9,20
31,77,142,60,65,76,21,25
67,105,127,121,99,128,124,61
116,112,301,202,176,158,195,108
627,247,681,639,504,525,609,496
1821,614,1360,759,1036,1161,1209,877
1408,1364,2297,790,1665,2036,1944,1389
1329,1148,2708,883,1984,2864,2532,1730
1284,1199,2947,1698,2156,2410,3398,1591
1247,1011,2505,1682,2025,2115,3518,1437
942,695,1626,1422,1328,1487,2357,1137
424,348,693,805,424,408,1153,560
175,1028,382,549,248,75,464,367
193,288,287,431,322,160,298,298
122,212,200,265,185,161,178,157
127,240,133,216,85,6,123,127
52,229,191,245,157,54,85,164
21,131,109,82,95,64,55,70
133,269,195,62,71,55,35,28
65,87,141,29,120,206,31,29
6,32,125,29,65,126,10,12
26,38,184,7,12,88,3,2
24,249,234,16,20,71,10,2
20,76,192,38,63,107,46,18
116,420,420,187,225,196,94,67
417,840,567,233,296,396,408,145
843,1258,1043,472,603,835,1100,365
824,1080,1005,576,870,1084,1319,504
1198,1302,1165,919,1265,1691,1651,753
2698,1758,1943,1403,1717,2284,2262,1264
2779,3190,4564,1156,2847,4756,3518,2152
2416,2966,4821,1435,3082,6076,3342,2334
1654,1856,2767,1895,2525,2985,3024,2183
1502,1858,2489,1778,2303,2637,3180,1829
1571,1660,2455,1689,1943,2228,2842,1706
1401,1525,2081,1461,1374,1297,2074,1500
476,839,1272,941,657,245,1139,583
615,431,663,579,397,172,593,434
80,131,428,361,199,43,407,244
34,86,439,166,209,52,241,126
36,76,313,185,150,189,220,131
12,51,285,128,77,24,135,74
32,64,215,53,75,38,65,28
37,217,80,44,35,29,27,16
25,80,164,47,42,32,15,23
19,49,155,61,39,91,9,10
200,142,180,20,104,120,2,23
180,104,147,43,158,103,15,18
96,196,353,102,118,133,88,57
458,594,389,286,381,467,337,134
781,911,730,476,617,670,1150,369
551,574,467,480,895,853,1115,500
1719,941,554,847,1195,1370,1706,802
3550,1568,3424,870,1912,2271,2504,1376
2830,2730,9772,714,3366,5304,3823,2346
2739,3036,11354,608,3581,6566,4398,2603
1994,2069,6464,1405,2674,2788,4158,2043
1731,1758,3259,1480,2447,2882,3992,2110
1724,1761,2783,1784,1857,2394,3304,1815
1448,1530,1675,1485,1347,1384,2437,1167
509,985,820,942,1341,267,1377,692
574,601,500,479,563,208,759,479
180,267,326,359,573,127,538,273
117,194,256,285,348,107,330,196
101,78,237,282,175,64,306,188
70,100,149,184,160,81,207,125
59,64,226,90,107,35,53,33
61,127,177,49,115,74,35,19
43,71,283,99,108,108,41,48
138,266,326,82,127,208,40,18
82,51,344,30,58,111,15,27
50,28,565,25,97,170,26,12
70,208,208,73,233,127,86,53
392,547,358,193,332,264,286,145
959,1123,773,530,799,792,717,398
818,1109,610,549,770,751,925,564
1050,1486,1056,903,1178,1409,1300,779
1525,1774,2009,1369,1854,2172,1948,1185
2482,2785,3768,1965,2991,3745,3246,2062
2694,2898,4496,2135,3225,3866,4189,2376
1976,2012,3766,1966,2722,3070,4048,2094
1799,1773,3556,1802,2322,2817,4081,1845
1883,1851,3142,1816,1914,2419,3574,1696
1413,1652,2239,1490,1452,1379,2483,1248
534,868,1036,1017,726,282,1358,667
573,311,162,586,611,188,854,440
1175,244,580,283,316,41,580,251
163,159,291,261,134,19,383,153
162,132,395,353,197,72,317,212
232,321,300,147,200,42,178,133
15,131,197,89,98,21,90,34
47,237,145,58,193,65,39,8
4,43,122,44,32,11,52,10
41,155,226,60,47,96,31,17
38,105,182,17,73,67,2,4
32,49,188,40,132,78,25,15
98,233,312,107,227,157,81,54
452,846,541,220,369,428,319,152
921,1261,723,503,811,928,940,411
830,1375,876,558,885,978,1051,461
1166,1740,1230,886,1489,1847,1569,812
1458,1945,2191,1484,2134,2569,2238,1233
2488,2782,4209,1993,3516,4410,3948,2114
2661,2977,4558,2160,3780,4707,4451,2272
1980,2071,3747,1976,3037,3447,4121,1937
1945,1948,3294,1882,2527,2873,3926,1834
1785,1981,2950,1784,2166,2641,3599,1688
1536,1633,2235,1573,1574,1726,2438,1266
613,906,1304,1128,783,298,1631,774
324,500,677,627,434,83,1112,421
138,126,322,289,283,35,745,230
68,123,294,340,196,15,354,206
161,89,255,266,184,78,327,183
55,213,332,221,146,50,195,114
14,1047,243,111,144,23,143,81
6,374,225,121,81,58,107,47
38,40,339,103,47,20,113,18
110,148,367,106,57,172,77,32
29,103,361,43,49,116,26,12
77,138,244,57,127,165,47,24
106,237,320,145,197,272,107,57
398,701,589,284,378,470,390,154
941,1125,824,497,863,942,1010,361
951,1258,879,512,1145,1294,1091,572
1101,1413,1549,976,1630,1916,1895,957
1576,2044,2399,1584,2274,2666,2855,1475
2467,2804,4102,2046,3572,4540,4269,2182
2730,2879,4993,2286,4001,4827,5821,2632
2352,2300,4329,2067,3381,3927,5771,2111
2290,2203,4196,2073,3069,3547,5606,2299
2182,1929,3427,1929,2491,3116,4685,1876
1423,1408,2496,1565,1602,1659,3401,1348
458,778,1177,852,809,267,1896,714
236,371,628,536,306,136,1448,404
218,211,471,438,218,55,958,281
146,217,408,387,240,49,571,215
261,358,640,397,249,144,541,286
187,213,793,323,298,128,320,231
146,168,693,222,246,76,191,196
65,68,567,219,153,21,127,109
69,76,494,211,81,8,105,80
68,54,372,133,60,41,71,35
41,13,386,95,71,73,34,46
26,32,277,58,32,23,42,25
58,108,166,90,92,100,41,23
104,164,133,108,141,118,80,56
318,398,386,315,341,425,318,134
612,706,838,659,829,673,664,487
1143,1273,1499,1111,1541,1944,1298,812
1754,1670,2619,1603,2269,2551,2412,1439
2147,1992,4138,1791,3074,3089,3728,2009
2593,2284,5383,2247,3728,3653,5175,2400
2594,2316,5964,2372,4341,4358,6494,2734
2893,2434,6633,2269,4165,4641,6443,2619
2293,1850,5299,2062,3211,3536,5075,2220
1239,1081,2946,1479,1596,1653,3069,1444
369,541,1474,946,569,188,1585,679
161,307,873,676,341,94,1011,534
154,236,684,473,243,43,576,363
155,218,579,423,228,47,417,288
188,277,628,392,247,139,427,415
139,198,724,410,208,79,261,229
8,3,664,114,224,64,133,181
154,186,679,320,159,25,102,139
140,199,547,281,99,25,101,115
75,91,530,275,55,10,63,109
45,45,397,146,46,37,28,69
24,13,159,52,36,25,14,18
19,40,161,59,32,31,8,25
25,50,154,59,59,54,18,31
60,68,159,105,113,97,112,60
157,151,222,207,127,161,175,115
343,307,694,552,453,504,550,364
811,691,1400,958,1182,1358,1091,719
1051,1003,2090,1327,1609,2019,1755,1031
1214,984,2872,1414,2006,2112,2287,1300
1409,1083,2749,1471,2031,2177,3069,1427
1224,901,2388,1273,1758,2016,3177,1384
828,582,1711,983,1050,1243,2128,949
379,290,836,682,382,401,1041,493
119,294,449,396,194,71,419,320
96,838,292,311,216,77,269,220
109,172,224,213,155,26,161,127
24,49,206,195,79,10,111,175
31,61,198,146,66,27,77,93
81,136,142,66,53,32,50,24
49,147,85,60,41,13,34,42
44,547,111,41,34,27,31,5
24,78,113,13,22,1,10,7
45,124,124,16,1,39,3,4
104,121,121,21,31,61,10,22
85,75,206,56,94,137,46,19
128,151,341,107,188,145,94,46
464,712,399,260,344,446,406,154
1056,1051,940,547,819,919,1096,467
968,1088,1331,852,967,1095,1313,546
1155,1436,1116,1035,1247,1481,1645,738
1411,1579,1351,1417,1665,1925,2254,1092
2409,2563,2487,1807,2590,3099,3506,1955
2574,2755,2721,1925,2766,3426,3330,1880
1543,1418,1945,1331,1762,2194,3013,1460
1269,1197,1650,1230,1610,1601,3169,1213
1413,1253,1533,1267,1627,1532,2831,1205
901,1377,1394,973,1080,778,2067,848
365,574,854,638,504,266,1134,500
313,509,475,351,277,212,590,255
165,727,242,247,292,156,405,156
81,392,232,187,166,73,240,143
124,92,216,137,101,183,219,109
113,441,181,133,72,98,134,67
42,350,63,19,13,50,57,28
2,260,62,53,39,22,24,9
26,100,118,69,26,27,12,19
31,357,98,33,52,160,8,15
49,232,123,21,78,60,1,16
68,1497,90,38,169,128,12,15
216,664,240,121,157,277,76,57
552,967,543,288,360,422,292,137
980,1257,1197,639,813,805,999,420
931,1053,870,672,951,1201,968,482
1007,1592,1087,1010,1384,1485,1482,786
1309,1708,1498,1291,1777,1930,2176,1048
2242,2500,2523,1750,2810,3333,3324,1745
2381,3061,2670,1796,2746,3492,3824,1798
1530,1631,1990,1541,1948,2158,3615,1406
1383,1521,1825,1524,1662,1801,3471,1403
1574,1565,1918,1581,1675,1899,2873,1446
1324,1757,1661,1341,1373,1306,2120,1218
416,777,865,905,643,206,1198,626
336,1393,518,525,452,137,660,433
221,153,252,337,259,56,468,261
112,285,408,254,188,52,287,143
70,293,304,213,132,140,267,225
61,265,252,170,171,117,180,94
34,251,170,130,85,43,55,63
27,189,136,58,52,43,36,35
33,38,180,87,50,28,42,30
104,79,176,70,53,54,41,37
250,287,168,49,67,40,15,26
369,229,110,121,116,119,26,14
313,321,409,130,255,279,90,47
569,1132,502,426,486,324,297,175
1024,1284,1032,674,936,826,747,414
969,1005,841,586,909,1035,964,486
1243,1368,1075,1032,1306,1512,1355,668
2728,1473,2449,1060,1564,1822,2030,1009
1846,2421,6900,928,2623,3817,3385,1809
2205,3026,8533,617,2795,5102,4368,2073
1617,2009,4388,942,2086,2146,4220,1541
1273,1379,2155,1359,1889,2052,4256,1473
1555,1624,2373,1588,1917,2120,3727,1578
1506,1609,2228,1415,1578,1799,2589,1240
539,1234,1113,974,869,305,1416,646
348,1401,467,609,502,166,891,354
203,760,186,287,331,57,605,245
94,613,559,235,183,27,399,150
64,204,312,235,165,89,331,156
40,262,377,173,216,88,184,94
43,301,222,103,108,86,101,79
30,211,113,40,99,46,43,19
9,117,107,39,35,4,58,9
37,139,178,60,48,13,35,11
68,97,117,11,65,603,2,3
218,184,129,31,133,92,28,17
117,274,339,224,228,230,91,62
488,656,397,364,518,368,358,150
726,706,728,574,683,791,1057,526
797,712,467,542,937,1078,1183,610
1888,1119,1046,975,1399,1673,1765,895
3249,1671,2915,935,1876,2193,2519,1292
2059,2809,8187,814,3069,4768,4444,1890
2323,2973,8729,687,3176,6111,5011,2164
1509,1681,4682,1285,2164,2473,4638,1501
1187,1487,2250,1537,1949,2250,4419,1418
1588,1642,2730,1664,2014,2280,4051,1551
1735,1841,2568,1532,1821,1947,2743,1296
762,1839,1511,1180,1113,515,1835,821
349,638,349,505,586,137,1251,407
127,499,92,424,311,32,838,303
67,319,72,333,263,24,399,161
102,483,271,256,326,131,369,173
125,214,414,201,177,79,220,139
39,216,343,144,128,52,106,98
210,822,281,123,93,63,79,23
57,92,301,131,67,72,83,46
52,121,485,152,48,12,56,38
40,77,281,47,96,245,19,12
73,98,204,117,75,128,34,23
114,256,254,115,175,100,79,75
515,1030,528,276,375,489,290,145
938,1270,926,609,871,936,751,449
950,1062,1136,625,1185,1167,811,544
1061,1351,1316,1014,1617,1930,1409,804
2128,1547,2233,1104,2034,2449,2124,1175
2276,2686,3389,1426,3167,4348,3177,1844
2607,2754,3717,1798,3562,4830,4331,1918
1787,1771,3061,1828,2589,2979,4294,1762
1749,1481,3195,1804,2608,2681,4172,1669
1886,1650,3161,1766,2535,2680,3486,1599
1711,1492,2655,1532,1741,2050,2531,1283
530,965,1273,984,765,298,1411,765
312,450,721,649,486,108,1078,484
226,385,542,441,361,111,714,363
154,275,626,381,242,60,425,281
141,290,620,358,236,141,402,262
142,262,762,322,294,113,238,222
150,185,641,220,274,74,220,201
115,129,636,172,211,56,146,119
72,131,469,166,110,8,120,125
167,189,552,163,74,61,81,69
17,19,366,83,33,11,39,41
39,52,581,56,43,22,48,18
88,127,342,258,120,106,47,32
110,165,281,105,186,129,91,69
241,239,394,302,380,436,366,201
803,434,284,595,848,1119,766,607
2688,1014,1513,1113,1843,2174,1497,1085
4789,1526,5675,957,2831,3502,2782,1720
2445,2336,12318,698,4150,4864,4300,2281
2610,2303,14075,1132,4736,6190,5971,2887
3144,2978,13175,1988,5843,5467,7492,3182
2839,2657,8227,2088,5213,5554,7433,3051
2455,2150,6828,2202,3939,4001,5854,2657
1588,1216,3909,1725,2140,2330,3540,1846
465,902,1520,1054,613,307,1829,914
226,622,721,640,376,95,1166,555
203,471,641,437,245,49,664,556
209,383,642,409,273,75,481,417
267,549,879,435,225,106,493,536
195,343,1032,447,312,93,301,440
55,78,1089,116,230,31,145,257
229,312,811,347,203,41,111,188
226,356,886,314,205,41,109,145
124,197,726,289,83,11,68,140
62,91,647,156,71,28,30,56
5,18,510,65,28,24,15,23
26,53,300,39,57,36,8,21
54,180,143,82,91,101,20,34
86,127,165,151,90,103,121,49
157,194,288,441,138,168,190,170
405,432,706,665,628,658,597,463
903,804,1807,1087,1324,1626,1186,996
1258,1154,2878,1425,1963,2310,1908,1339
1555,1262,3424,1494,2565,2825,2486,1476
1518,1193,3441,1504,2546,2693,3336,1570
1350,1044,3197,1420,2362,2409,3454,1443
961,653,2189,1040,1376,1449,2313,934
439,300,874,679,440,489,1132,487
115,301,325,378,366,120,455,285
96,402,320,272,155,56,293,251
95,293,181,184,91,14,175,140
33,469,63,169,130,20,121,125
31,642,173,173,95,82,84,103
21,436,155,97,76,95,54,51
57,174,126,45,82,73,35,20
19,134,101,34,30,39,31,21
6,217,70,16,20,31,9,12
0,35,98,15,1,0,2,4
50,22,75,5,13,12,9,2
32,92,66,32,78,127,46,22
130,303,248,674,218,238,94,48
538,779,648,268,432,589,410,144
965,1159,470,474,794,1018,1107,436
944,1030,873,621,992,1020,1327,537
1061,1392,1123,860,1395,1581,1662,751
1290,1447,1431,1076,1657,2034,2278,975
2194,2476,2571,1515,2813,3653,3543,1645
2030,2180,3834,1552,2789,4133,3366,1710
1112,1347,2827,1017,1803,2271,3046,1401
942,1173,1783,1103,1729,2017,3203,1283
1334,1374,1982,1374,1814,2048,2862,1397
1487,1342,1919,1313,1388,1668,2089,1154
517,996,1110,866,1016,369,1147,598
257,886,1042,501,984,90,597,339
116,409,596,309,508,90,409,191
75,641,373,230,198,69,242,141
156,87,331,144,138,67,222,112
71,40,214,96,130,55,136,52
47,86,189,39,118,95,57,23
2,28,52,36,13,17,24,12
63,49,117,25,39,58,12,8
37,21,189,19,29,23,8,7
48,17,77,17,62,59,0,15
25,135,100,27,128,66,12,19
119,222,319,97,173,288,77,59
544,769,345,298,459,468,296,182
991,1391,748,536,837,883,1013,451
988,1408,882,601,1037,1163,982,531
932,1373,1062,898,1424,1786,1503,818
1265,1622,1447,1329,1812,2320,2207,1058
1919,3304,4803,1712,2839,4271,3371,1686
1862,2589,6259,1338,2981,4988,3879,1823
1142,1554,3071,1369,1874,2427,3666,1378
872,1305,1929,1270,1688,2039,3520,1342
1284,1521,2046,1359,1818,2136,2914,1476
1486,1365,1889,1256,1357,1753,2150,1132
452,925,939,928,883,319,1215,608
404,798,419,509,734,119,669,396
234,1214,158,296,263,63,475,228
147,428,140,318,305,62,291,206
148,1304,198,235,241,45,271,161
141,1055,99,140,498,9,182,67
24,342,187,81,313,16,52,45
123,713,185,74,98,49,34,18
49,144,223,76,22,31,40,39
61,56,367,68,102,25,39,21
20,79,222,34,14,24,15,28
85,75,200,60,157,157,25,18
121,292,309,121,227,217,86,47
470,1140,514,268,517,540,285,158
882,1697,703,546,791,815,717,413
861,1472,853,601,927,918,926,538
922,1510,1058,700,1303,1498,1301,753
1174,1728,2722,1043,1670,1797,1949,1038
2109,2870,2545,1499,2678,3110,3251,1855
2471,2802,4108,1625,3217,3722,4195,1941
1560,1836,2698,1526,2219,2405,4053,1651
1420,1716,2110,1462,1748,1985,4087,1444
1594,1687,2054,1450,1816,1932,3578,1422
1314,1704,1770,1264,1273,1348,2486,1080
400,806,977,849,671,265,1360,624
341,592,580,531,662,174,856,312
78,190,282,332,401,85,581,271
138,87,276,262,206,66,383,180
63,312,302,241,391,103,317,166
92,320,291,134,72,24,177,137
22,169,156,61,50,51,84,37
6,162,120,47,28,11,36,16
125,198,146,30,24,22,49,45
42,114,168,40,102,54,29,12
73,97,237,11,102,12,1,1
84,66,136,29,273,173,23,24
172,319,242,119,280,256,75,56
461,875,508,229,537,532,299,152
890,1587,755,530,901,906,885,513
817,1446,914,599,1130,1087,991,521
978,1665,1302,885,1460,1374,1479,783
1229,1448,1775,1322,1814,1885,2110,1197
1973,2638,3430,1750,3050,3132,3724,1802
2270,3005,3823,1780,3192,3726,4199,1912
1576,1788,2477,1565,2262,2485,3887,1486
1502,1606,2299,1545,2042,2176,3703,1436
1715,2058,2555,1669,2027,2242,3395,1497
1630,1854,2528,1430,1540,1823,2299,1332
547,1105,1024,1035,1119,370,1538,725
306,397,617,609,585,135,1049,437
120,206,237,231,364,76,703,209
138,95,289,267,166,109,334,198
37,78,435,210,263,106,309,165
90,34,314,147,150,67,183,105
44,100,284,91,96,38,115,58
56,50,268,78,107,84,86,58
36,35,329,85,35,78,90,28
65,27,387,78,123,71,61,27
74,36,204,37,45,68,21,8
203,202,202,35,75,131,37,27
171,501,398,94,240,221,86,57
404,1046,744,173,541,498,314,157
816,1011,911,449,882,924,813,448
926,1076,988,534,1170,1023,879,565
904,1364,1355,656,1552,1561,1526,754
1205,1562,1706,904,2046,2128,2300,1131
1964,2436,2709,1198,3454,3877,3441,1815
2132,2482,3334,1387,3220,3971,4691,1782
1582,1684,2890,1318,2383,2817,4651,1550
1417,1523,2507,1353,2270,2486,4518,1541
1606,1698,2630,1494,2225,2415,3775,1672
1100,1249,2263,1214,1517,1613,2741,1108
501,786,1239,847,642,316,1528,633
213,305,613,527,326,181,1167,391
100,267,371,378,239,168,772,245
115,162,303,382,190,118,461,251
88,224,480,328,202,80,435,201
52,109,390,273,124,91,257,182
81,92,355,156,79,28,220,170
49,95,355,153,233,59,146,75
12,48,223,97,39,10,120,74
44,92,278,101,47,17,81,48
58,25,252,74,47,42,38,37
20,34,178,53,80,100,48,27
107,872,197,66,149,149,47,23
112,359,258,125,269,309,91,70
371,464,563,307,504,525,367,180
657,838,933,593,1024,1180,767,498
1089,1327,1703,915,1875,2014,1500,925
